Ticker,Company Name,Sector,Industry,Calendar Year,Beta,Revenue,Cost Of Revenue,Net Income,Total Current Assets,Total Assets,Total Current Liabilities,Total Liabilities,Long-Term Debt,Short-Term Debt,Total Debt,Interest Expense,Income Before Tax,Income Tax Expense,Depreciation and Amortization,Operating Expenses,Operating Income,EBITDA,EBIT,EBT,Operating Cash Flow,Capital Expenditure,Cash And Short Term Investments,Net Cash,Free Cash Flow,Stock Based Compensation,Dividends Paid,Common Stock,Preferred Stock,Retained Earnings,Weighted Average Shares Outstanding,Revenue Per Share,Earnings per Share,Book Value Per Share,Current Ratio,Quick Ratio,Return On Equity,Return On Invested Capital,Return On Assets,Return On Capital Employed,Gross Profit Margin,Operating Profit Margin,Effective Tax Rate,Pre-Tax Cost of Debt,After-Tax Cost of Debt,Interest Coverage Ratio,Price,Market Cap,P/E Ratio,P/S Ratio,Risk Free Rate,Equity Risk Premium,WACC,Avg Market Return
AAL,American Airlines Group Inc.,Industrials,"Airlines,  Airports & Air Services",2014,1.45,42650000000.0,31939000000.0,2882000000.0,12112000000.0,43771000000.0,13451000000.0,41752000000.0,16196000000.0,1708000000.0,17904000000.0,887000000.0,3212000000.0,330000000.0,1513000000.0,5662000000.0,4249000000.0,4099000000.0,4099000000.0,3212000000.0,3080000000.0,-5311000000.0,7303000000.0,-10601000000.0,-2231000000.0,304000000.0,-144000000.0,7000000.0,325000000.0,-8562000000.0,717456000.0,59.45,4.02,2.82,0.9,0.8,1.426,0.193,0.067,0.142,0.251,0.1,0.103,0.05,0.045,4.79,44.703,32072674645.333,11.123,0.75,0.022,0.058,0.084,0.08
AAL,American Airlines Group Inc.,Industrials,"Airlines,  Airports & Air Services",2015,1.45,40990000000.0,27967000000.0,7610000000.0,9985000000.0,48321000000.0,13511000000.0,42686000000.0,18330000000.0,2231000000.0,20561000000.0,880000000.0,4616000000.0,-2994000000.0,1609000000.0,5768000000.0,6204000000.0,5496000000.0,5496000000.0,4616000000.0,6249000000.0,-6151000000.0,6254000000.0,-14307000000.0,98000000.0,284000000.0,-278000000.0,6000000.0,,-1230000000.0,668393000.0,61.33,11.39,8.43,0.74,0.67,1.35,0.39,0.157,0.178,0.318,0.151,-0.649,0.043,0.071,7.05,35.697,23859402069.333,3.133,0.583,0.017,0.063,0.091,0.08
AAL,American Airlines Group Inc.,Industrials,"Airlines,  Airports & Air Services",2016,1.45,40180000000.0,28339000000.0,2676000000.0,10324000000.0,51274000000.0,13872000000.0,47489000000.0,22489000000.0,1855000000.0,24344000000.0,991000000.0,4299000000.0,1623000000.0,1826000000.0,5848000000.0,5284000000.0,5290000000.0,5290000000.0,4299000000.0,6524000000.0,-5731000000.0,6359000000.0,-17985000000.0,793000000.0,100000000.0,-224000000.0,5000000.0,,1640000000.0,552308000.0,72.75,4.85,6.85,0.74,0.67,0.707,0.117,0.052,0.141,0.295,0.132,0.378,0.041,0.025,5.33,48.613,26849533269.333,10.023,0.67,0.023,0.058,0.067,0.08
AAL,American Airlines Group Inc.,Industrials,"Airlines,  Airports & Air Services",2017,1.45,42207000000.0,31154000000.0,1919000000.0,9146000000.0,51396000000.0,14964000000.0,47470000000.0,22511000000.0,2554000000.0,25065000000.0,1053000000.0,3084000000.0,1165000000.0,2017000000.0,6283000000.0,4058000000.0,4137000000.0,4137000000.0,3084000000.0,4744000000.0,-5971000000.0,5066000000.0,-19999000000.0,-1227000000.0,90000000.0,-198000000.0,5000000.0,,3361000000.0,489164000.0,86.28,3.92,-1.59,0.61,0.51,-2.46,0.104,0.036,0.108,0.262,0.096,0.378,0.042,0.026,3.85,41.477,20288892245.333,10.58,0.48,0.03,0.051,0.06,0.08
AAL,American Airlines Group Inc.,Industrials,"Airlines,  Airports & Air Services",2018,1.45,44541000000.0,34490000000.0,1412000000.0,8637000000.0,60792000000.0,18110000000.0,60961000000.0,29283000000.0,5004000000.0,34287000000.0,1056000000.0,1884000000.0,472000000.0,2157000000.0,6608000000.0,2505000000.0,2940000000.0,2940000000.0,1884000000.0,3533000000.0,-3745000000.0,4760000000.0,-29527000000.0,-212000000.0,86000000.0,-186000000.0,5000000.0,,136000000.0,464236000.0,95.94,3.04,-0.36,0.48,0.39,-8.355,0.058,0.023,0.059,0.226,0.056,0.251,0.031,0.023,2.37,32.653,15158852949.333,10.743,0.34,0.022,0.057,0.048,0.08
AAL,American Airlines Group Inc.,Industrials,"Airlines,  Airports & Air Services",2019,1.45,45768000000.0,35379000000.0,1686000000.0,8206000000.0,59995000000.0,18311000000.0,60113000000.0,28875000000.0,4569000000.0,33444000000.0,1095000000.0,2256000000.0,570000000.0,2318000000.0,6689000000.0,1033000000.0,3351000000.0,3351000000.0,2256000000.0,3815000000.0,-4268000000.0,3826000000.0,-29618000000.0,-453000000.0,94000000.0,-178000000.0,4000000.0,,2264000000.0,443363000.0,103.23,3.8,-0.27,0.45,0.35,-14.288,0.024,0.028,0.025,0.227,0.023,0.253,0.033,0.024,0.94,17.4,7714516138.667,4.58,0.17,0.01,0.07,0.04,0.08
AAL,American Airlines Group Inc.,Industrials,"Airlines,  Airports & Air Services",2020,1.45,17337000000.0,24933000000.0,-8885000000.0,11095000000.0,62008000000.0,16569000000.0,68875000000.0,36573000000.0,4448000000.0,41021000000.0,1227000000.0,-11453000000.0,-2568000000.0,2365000000.0,3482000000.0,-10421000000.0,-10226000000.0,-10226000000.0,-11453000000.0,-6543000000.0,-1958000000.0,6864000000.0,-34157000000.0,-8501000000.0,91000000.0,-43000000.0,6000000.0,,-6664000000.0,483888000.0,35.83,-18.36,-14.19,0.67,0.57,1.294,-0.25,-0.143,-0.229,-0.438,-0.601,0.224,0.03,0.023,-8.49,20.69,10011642538.667,-1.123,0.577,0.015,0.064,0.04,0.08
AAL,American Airlines Group Inc.,Industrials,"Airlines,  Airports & Air Services",2021,1.45,29882000000.0,29855000000.0,-1993000000.0,17336000000.0,66442000000.0,19005000000.0,73782000000.0,42157000000.0,3995000000.0,46152000000.0,1800000000.0,-2548000000.0,-555000000.0,2335000000.0,5092000000.0,-5065000000.0,-748000000.0,-748000000.0,-2548000000.0,704000000.0,-208000000.0,12431000000.0,-33721000000.0,496000000.0,98000000.0,,6000000.0,,-8638000000.0,644015000.0,46.4,-3.09,-11.4,0.91,0.82,0.271,-0.107,-0.03,-0.107,0.001,-0.169,0.218,0.039,0.03,-2.81,15.033,9681691989.333,-4.863,0.323,0.031,0.049,0.043,0.08
AAL,American Airlines Group Inc.,Industrials,"Airlines,  Airports & Air Services",2022,1.45,48971000000.0,39934000000.0,127000000.0,15269000000.0,64716000000.0,21496000000.0,70515000000.0,38948000000.0,4739000000.0,43687000000.0,1962000000.0,186000000.0,59000000.0,1977000000.0,7237000000.0,-150000000.0,2148000000.0,2148000000.0,186000000.0,2173000000.0,-2906000000.0,8965000000.0,-34722000000.0,-733000000.0,78000000.0,-3549000000.0,6000000.0,,-8511000000.0,650345000.0,75.3,0.2,-8.92,0.71,0.6,-0.022,-0.003,0.002,-0.003,0.184,-0.003,0.317,0.045,0.031,-0.08,14.673,9542729045.333,73.367,0.197,0.042,0.038,0.043,0.08
AAL,American Airlines Group Inc.,Industrials,"Airlines,  Airports & Air Services",2023,1.45,52788000000.0,40978000000.0,822000000.0,13572000000.0,63058000000.0,22062000000.0,68260000000.0,29270000000.0,4941000000.0,40663000000.0,2145000000.0,1121000000.0,299000000.0,1936000000.0,7805000000.0,4005000000.0,6259000000.0,3266000000.0,1121000000.0,3803000000.0,-2596000000.0,8488000000.0,-32175000000.0,1207000000.0,102000000.0,,7000000.0,,-7689000000.0,653612000.0,80.76,1.26,-7.96,0.62,0.51,-0.158,0.086,0.013,0.098,0.224,0.076,0.267,0.053,0.039,1.87,13.205,8630946560.0,10.48,0.165,0.043,0.038,0.049,0.08
AAPL,Apple Inc.,Technology,Consumer Electronics,2014,1.24,182795000000.0,112258000000.0,39510000000.0,68531000000.0,231839000000.0,63448000000.0,120292000000.0,28987000000.0,6308000000.0,35295000000.0,384000000.0,53483000000.0,13973000000.0,7946000000.0,18465000000.0,52503000000.0,61813000000.0,53867000000.0,53483000000.0,59713000000.0,-9813000000.0,25077000000.0,-10218000000.0,49900000000.0,2863000000.0,-11126000000.0,23313000000.0,,87152000000.0,24342288000.0,7.51,1.62,4.58,1.08,1.05,0.354,0.264,0.17,0.312,0.386,0.287,0.261,0.011,0.008,136.73,30.25,736354194773.333,18.673,4.03,0.022,0.059,0.09,0.08
AAPL,Apple Inc.,Technology,Consumer Electronics,2015,1.24,233715000000.0,140089000000.0,53394000000.0,89378000000.0,290479000000.0,80610000000.0,171124000000.0,53463000000.0,10999000000.0,64462000000.0,733000000.0,72515000000.0,19121000000.0,11257000000.0,23299000000.0,71230000000.0,82487000000.0,73248000000.0,72515000000.0,81266000000.0,-11488000000.0,41601000000.0,-22861000000.0,69778000000.0,3586000000.0,-11561000000.0,27416000000.0,,92284000000.0,23013684000.0,10.16,2.32,5.19,1.11,1.08,0.447,0.286,0.184,0.34,0.401,0.305,0.264,0.011,0.008,97.18,26.343,606257162922.667,11.353,2.59,0.018,0.06,0.087,0.08
AAPL,Apple Inc.,Technology,Consumer Electronics,2016,1.24,215639000000.0,131376000000.0,45687000000.0,106869000000.0,321686000000.0,79006000000.0,193437000000.0,75427000000.0,11605000000.0,87032000000.0,1456000000.0,61372000000.0,15685000000.0,10505000000.0,25434000000.0,62567000000.0,70529000000.0,62828000000.0,61372000000.0,65824000000.0,-13548000000.0,67155000000.0,-19877000000.0,52276000000.0,4210000000.0,-12150000000.0,31251000000.0,,96364000000.0,21883280000.0,9.85,2.09,5.86,1.35,1.33,0.356,0.216,0.142,0.258,0.391,0.29,0.256,0.017,0.012,42.97,33.033,722877677568.0,15.803,3.353,0.021,0.059,0.085,0.08
AAPL,Apple Inc.,Technology,Consumer Electronics,2017,1.24,229234000000.0,141048000000.0,48351000000.0,128645000000.0,375319000000.0,100814000000.0,241272000000.0,97207000000.0,18473000000.0,115680000000.0,2323000000.0,64089000000.0,15738000000.0,10157000000.0,26975000000.0,61344000000.0,71501000000.0,66412000000.0,64089000000.0,63598000000.0,-12795000000.0,74181000000.0,-41499000000.0,50803000000.0,4840000000.0,-12769000000.0,35867000000.0,,98330000000.0,20868968000.0,10.98,2.32,6.42,1.28,1.23,0.361,0.185,0.129,0.224,0.385,0.268,0.246,0.02,0.015,26.41,45.097,941120880640.0,19.437,4.107,0.027,0.053,0.084,0.08
AAPL,Apple Inc.,Technology,Consumer Electronics,2018,1.24,265595000000.0,163756000000.0,59531000000.0,131339000000.0,365725000000.0,116866000000.0,258578000000.0,93735000000.0,20748000000.0,114483000000.0,3240000000.0,72903000000.0,13372000000.0,10903000000.0,31382000000.0,70898000000.0,81801000000.0,76143000000.0,72903000000.0,77434000000.0,-13313000000.0,66301000000.0,-48182000000.0,64121000000.0,5340000000.0,-13712000000.0,40201000000.0,,70400000000.0,19821508000.0,13.4,3.0,5.41,1.12,1.1,0.556,0.261,0.163,0.284,0.383,0.267,0.183,0.028,0.023,21.88,47.76,946675209557.333,15.92,3.563,0.026,0.054,0.085,0.08
AAPL,Apple Inc.,Technology,Consumer Electronics,2019,1.24,260174000000.0,161782000000.0,55256000000.0,162819000000.0,338516000000.0,105718000000.0,248028000000.0,91807000000.0,16240000000.0,108047000000.0,3576000000.0,65737000000.0,10481000000.0,12547000000.0,34040000000.0,63930000000.0,76477000000.0,69313000000.0,65737000000.0,69391000000.0,-10495000000.0,100557000000.0,-7490000000.0,58896000000.0,6068000000.0,-14119000000.0,45174000000.0,,45898000000.0,18471336000.0,14.09,2.99,4.9,1.54,1.5,0.611,0.271,0.163,0.275,0.378,0.246,0.159,0.033,0.028,17.88,77.0,1422292899157.333,25.75,5.463,0.012,0.067,0.092,0.08
AAPL,Apple Inc.,Technology,Consumer Electronics,2020,1.24,274515000000.0,169559000000.0,57411000000.0,143713000000.0,323888000000.0,105392000000.0,258549000000.0,98667000000.0,13769000000.0,112436000000.0,2873000000.0,67091000000.0,9680000000.0,11056000000.0,38755000000.0,66288000000.0,77344000000.0,69964000000.0,67091000000.0,80674000000.0,-7309000000.0,90943000000.0,-21493000000.0,73365000000.0,6829000000.0,-14081000000.0,50779000000.0,,14966000000.0,17352119000.0,15.82,3.31,3.77,1.36,1.33,0.879,0.302,0.177,0.303,0.382,0.242,0.144,0.026,0.022,23.07,125.013,2169246274901.333,37.767,7.903,0.013,0.069,0.093,0.08
AAPL,Apple Inc.,Technology,Consumer Electronics,2021,1.24,365817000000.0,212981000000.0,94680000000.0,134836000000.0,351002000000.0,125481000000.0,287912000000.0,109106000000.0,15613000000.0,124719000000.0,2645000000.0,109207000000.0,14527000000.0,11284000000.0,43827000000.0,108949000000.0,120233000000.0,111852000000.0,109207000000.0,104038000000.0,-11085000000.0,62639000000.0,-62080000000.0,92953000000.0,7906000000.0,-14467000000.0,57365000000.0,,5562000000.0,16701272000.0,21.9,5.67,3.78,1.07,1.02,1.501,0.473,0.27,0.483,0.418,0.298,0.133,0.021,0.018,41.19,152.217,2542212044117.334,26.847,6.95,0.021,0.059,0.091,0.08
AAPL,Apple Inc.,Technology,Consumer Electronics,2022,1.24,394328000000.0,223546000000.0,99803000000.0,135405000000.0,352755000000.0,153982000000.0,302083000000.0,98959000000.0,21110000000.0,120069000000.0,2931000000.0,119103000000.0,19300000000.0,11104000000.0,51573000000.0,119437000000.0,130541000000.0,122034000000.0,119103000000.0,122151000000.0,-10708000000.0,48304000000.0,-71765000000.0,111443000000.0,9038000000.0,-14841000000.0,64849000000.0,,-3068000000.0,16215963000.0,24.32,6.15,3.12,0.88,0.85,1.97,0.546,0.283,0.601,0.433,0.303,0.162,0.024,0.02,40.75,161.637,2621094144682.666,26.283,6.647,0.04,0.039,0.087,0.08
AAPL,Apple Inc.,Technology,Consumer Electronics,2023,1.24,383285000000.0,214137000000.0,96995000000.0,143566000000.0,352583000000.0,145308000000.0,290437000000.0,95281000000.0,15807000000.0,122355000000.0,3933000000.0,113736000000.0,16741000000.0,11519000000.0,55229000000.0,114301000000.0,125820000000.0,117669000000.0,113736000000.0,110543000000.0,-10959000000.0,61555000000.0,-60800000000.0,99584000000.0,10833000000.0,-15025000000.0,73812000000.0,,-214000000.0,15744231000.0,24.34,6.16,3.95,0.99,0.94,1.561,0.524,0.275,0.551,0.441,0.298,0.147,0.032,0.027,29.06,192.743,3034595546453.334,31.29,7.917,0.043,0.038,0.087,0.08
ABBV,AbbVie Inc.,Healthcare,Drug Manufacturers - General,2014,0.62,19960000000.0,4426000000.0,1774000000.0,16088000000.0,27547000000.0,11400000000.0,25805000000.0,10565000000.0,4446000000.0,15011000000.0,391000000.0,2369000000.0,595000000.0,786000000.0,11771000000.0,3411000000.0,4197000000.0,2760000000.0,2369000000.0,3549000000.0,-612000000.0,8374000000.0,-6637000000.0,2937000000.0,241000000.0,-2661000000.0,16000000.0,,535000000.0,1595000000.0,12.51,1.11,1.09,1.41,1.31,1.018,0.152,0.064,0.211,0.778,0.171,0.251,0.026,0.02,8.72,60.26,96114698922.667,54.287,4.813,0.022,0.059,0.053,0.08
ABBV,AbbVie Inc.,Healthcare,Drug Manufacturers - General,2015,0.62,22859000000.0,4500000000.0,5144000000.0,16314000000.0,53050000000.0,10894000000.0,49105000000.0,29240000000.0,2431000000.0,31671000000.0,686000000.0,6645000000.0,1501000000.0,836000000.0,10672000000.0,7537000000.0,8373000000.0,7331000000.0,6645000000.0,7535000000.0,-532000000.0,8407000000.0,-23264000000.0,7003000000.0,282000000.0,-3294000000.0,17000000.0,,2248000000.0,1625000000.0,14.07,3.15,2.43,1.5,1.34,1.304,0.164,0.097,0.179,0.803,0.33,0.226,0.022,0.017,10.99,59.06,95972499456.0,18.75,4.197,0.018,0.061,0.047,0.08
ABBV,AbbVie Inc.,Healthcare,Drug Manufacturers - General,2016,0.62,25638000000.0,5833000000.0,5953000000.0,16187000000.0,66099000000.0,9781000000.0,61463000000.0,36440000000.0,402000000.0,36842000000.0,965000000.0,7884000000.0,1931000000.0,1189000000.0,10221000000.0,9384000000.0,10573000000.0,8849000000.0,7884000000.0,7041000000.0,-479000000.0,6423000000.0,-30419000000.0,6562000000.0,353000000.0,-3717000000.0,18000000.0,,4378000000.0,1622000000.0,15.81,3.65,2.86,1.65,1.51,1.284,0.171,0.09,0.167,0.772,0.366,0.245,0.026,0.02,9.72,76.88,124699358549.333,21.063,4.863,0.023,0.058,0.049,0.08
ABBV,AbbVie Inc.,Healthcare,Drug Manufacturers - General,2017,0.62,28216000000.0,7040000000.0,5309000000.0,21223000000.0,70786000000.0,16641000000.0,65689000000.0,30953000000.0,6415000000.0,37368000000.0,1004000000.0,7727000000.0,2418000000.0,1501000000.0,11257000000.0,9592000000.0,11093000000.0,8731000000.0,7727000000.0,9960000000.0,-529000000.0,9789000000.0,-27579000000.0,9431000000.0,365000000.0,-4107000000.0,18000000.0,,5459000000.0,1596000000.0,17.68,3.31,3.19,1.28,1.18,1.042,0.155,0.075,0.177,0.75,0.34,0.313,0.027,0.019,9.55,100.477,160360759296.0,30.357,5.683,0.03,0.05,0.053,0.08
ABBV,AbbVie Inc.,Healthcare,Drug Manufacturers - General,2018,0.62,32753000000.0,7718000000.0,5687000000.0,16945000000.0,59352000000.0,17239000000.0,67798000000.0,35002000000.0,5308000000.0,40310000000.0,1144000000.0,5197000000.0,-490000000.0,1765000000.0,18228000000.0,6383000000.0,8148000000.0,6341000000.0,5197000000.0,13427000000.0,-638000000.0,8061000000.0,-32249000000.0,12789000000.0,421000000.0,-5580000000.0,18000000.0,,3368000000.0,1541000000.0,21.25,3.69,-5.48,0.98,0.89,-0.673,0.219,0.096,0.152,0.764,0.195,-0.094,0.028,0.031,5.58,77.783,119864117930.667,21.08,3.66,0.022,0.058,0.051,0.08
ABBV,AbbVie Inc.,Healthcare,Drug Manufacturers - General,2019,0.62,33266000000.0,7439000000.0,7882000000.0,49519000000.0,89115000000.0,15585000000.0,97287000000.0,62975000000.0,3753000000.0,66728000000.0,1509000000.0,8426000000.0,544000000.0,812000000.0,12459000000.0,12983000000.0,13795000000.0,9935000000.0,8426000000.0,13324000000.0,-552000000.0,39924000000.0,-26804000000.0,12772000000.0,430000000.0,-6366000000.0,18000000.0,,4717000000.0,1481000000.0,22.46,5.3,-5.52,3.18,3.06,-0.964,0.207,0.088,0.177,0.776,0.39,0.065,0.023,0.021,8.6,89.913,133161648128.0,16.963,4.003,0.009,0.07,0.043,0.08
ABBV,AbbVie Inc.,Healthcare,Drug Manufacturers - General,2020,0.62,45804000000.0,15387000000.0,4616000000.0,24173000000.0,150565000000.0,28661000000.0,137468000000.0,77554000000.0,8502000000.0,86056000000.0,2280000000.0,3398000000.0,-1224000000.0,6471000000.0,17856000000.0,476000000.0,6947000000.0,5672000000.0,3398000000.0,17588000000.0,-798000000.0,8479000000.0,-77577000000.0,16790000000.0,753000000.0,-7716000000.0,18000000.0,,1055000000.0,1667000000.0,27.48,2.73,7.86,0.84,0.73,0.353,0.007,0.031,0.004,0.664,0.01,-0.36,0.026,0.036,0.21,110.857,184798063274.667,40.607,4.037,0.015,0.064,0.049,0.08
ABBV,AbbVie Inc.,Healthcare,Drug Manufacturers - General,2021,0.62,56197000000.0,17446000000.0,11542000000.0,27928000000.0,146529000000.0,35194000000.0,131093000000.0,64189000000.0,12495000000.0,76684000000.0,2384000000.0,12989000000.0,1440000000.0,8521000000.0,19865000000.0,17924000000.0,26445000000.0,15366000000.0,12989000000.0,22777000000.0,-787000000.0,9830000000.0,-66854000000.0,21990000000.0,692000000.0,-9261000000.0,18000000.0,,3127000000.0,1770000000.0,31.75,6.48,8.72,0.79,0.7,0.749,0.173,0.079,0.161,0.69,0.319,0.111,0.031,0.028,7.52,147.757,261529299626.667,22.8,4.653,0.031,0.044,0.044,0.08
